Guardium Version,OS/Platform,OS/Platform version,Database/DBaaS,Database/DBaaS version,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol
11.4,Solaris,Solaris 11.3,Oracle RAC,Oracle RAC 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.3,Oracle RAC,Oracle RAC 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.3,Oracle RAC,Oracle RAC 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.3,Oracle RAC,Oracle RAC 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle RAC,Oracle RAC 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle RAC,Oracle RAC 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle RAC,Oracle RAC 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle RAC,Oracle RAC 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle RAC,Oracle RAC 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle RAC,Oracle RAC 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle RAC,Oracle RAC 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle RAC,Oracle RAC 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 10,Oracle RAC,Oracle RAC 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 10,Oracle RAC,Oracle RAC 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 10,Oracle RAC,Oracle RAC 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 10,Oracle RAC,Oracle RAC 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.4,Oracle RAC,Oracle RAC 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.4,Oracle RAC,Oracle RAC 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.4,Oracle RAC,Oracle RAC 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.4,Oracle RAC,Oracle RAC 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.3,Oracle Exadata,Oracle Exadata 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.3,Oracle Exadata,Oracle Exadata 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.3,Oracle Exadata,Oracle Exadata 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.3,Oracle Exadata,Oracle Exadata 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle Exadata,Oracle Exadata 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle Exadata,Oracle Exadata 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle Exadata,Oracle Exadata 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle Exadata,Oracle Exadata 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle Exadata,Oracle Exadata 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle Exadata,Oracle Exadata 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle Exadata,Oracle Exadata 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.2,Oracle Exadata,Oracle Exadata 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 10,Oracle Exadata,Oracle Exadata 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 10,Oracle Exadata,Oracle Exadata 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 10,Oracle Exadata,Oracle Exadata 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 10,Oracle Exadata,Oracle Exadata 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.4,Oracle Exadata,Oracle Exadata 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.4,Oracle Exadata,Oracle Exadata 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.4,Oracle Exadata,Oracle Exadata 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Solaris,Solaris 11.4,Oracle Exadata,Oracle Exadata 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,,K-TAP, A-TAP,K-TAP,K-TAP,,,Yes,N/A
11.4,Windows Server,Windows Server 2019,Oracle RAC,Oracle RAC 18c,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2019,Oracle RAC,Oracle RAC 12.2,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2016,Oracle RAC,Oracle RAC 18c,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2016,Oracle RAC,Oracle RAC 12.2,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2012,Oracle RAC,Oracle RAC 18c,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2012,Oracle RAC,Oracle RAC 12.2,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2019,Oracle RAC,Oracle RAC 12.1,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2016,Oracle RAC,Oracle RAC 12.1,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2012,Oracle RAC,Oracle RAC 12.1,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2019,Oracle RAC,Oracle RAC 11gR2,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2016,Oracle RAC,Oracle RAC 11gR2,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2012,Oracle RAC,Oracle RAC 11gR2,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2012 R2,Oracle RAC,Oracle RAC 18c,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2012 R2,Oracle RAC,Oracle RAC 12.2,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2012 R2,Oracle RAC,Oracle RAC 12.1,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Windows Server,Windows Server 2012 R2,Oracle RAC,Oracle RAC 11gR2,S-TAP,S-TAP,S-TAP (ASO),N/A,,S-TAP,S-TAP,N/A,N/A,,S-TAP,TCP, NMP, BEQ
11.4,Red Hat,Red Hat 7.5,Hortonworks,Hortonworks 3.1,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,,,,,Yes,N/A
11.4,Red Hat,Red Hat 7.4,Hortonworks,Hortonworks 3.1,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,,,,,Yes,N/A
11.4,Red Hat,Red Hat 7.3,Hortonworks,Hortonworks 3.1,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,,,,,Yes,N/A
11.4,Red Hat,Red Hat 7.2,Hortonworks,Hortonworks 3.1,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,,,,,Yes,N/A
11.4,Red Hat,Red Hat 7.1,Hortonworks,Hortonworks 3.1,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,,,,,Yes,N/A
11.4,Red Hat,Red Hat 7,Hortonworks,Hortonworks 3.1,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,,,,,Yes,N/A
11.4,Red Hat,Red Hat 6,Hortonworks,Hortonworks 3.1,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,,,,,Yes,N/A
11.4,CentOS,CentOS 6x,Hortonworks,Hortonworks 3.1,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,,,,,Yes,N/A
11.4,CentOS,CentOS 7x,Hortonworks,Hortonworks 3.1,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,,Hortonworks and Apache Ranger,Hortonworks and Apache Ranger,,,,,Yes,N/A
11.4,Red Hat,Red Hat 7.6,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 7.5,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 7.4,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 7.3,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 7.2,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 7.1,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 7,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 6,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Suse,Suse 12 - sixtyfour-bit,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,CentOS,CentOS 6x,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,CentOS,CentOS 7x,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 7.7,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Suse,Suse 15 - sixtyfour-bit,Vertica,Vertica 9.2,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 7.5,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.4,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.3,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.2,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.1,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 6,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Suse,Suse 12 - sixtyfour-bit,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.6,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,CentOS,CentOS 6x,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,CentOS,CentOS 7x,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.7,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Suse,Suse 15 - sixtyfour-bit,MariaDB,MariaDB 10.4,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.6,MemSQL,MemSQL 7.0,K-TAP,K-TAP,K-TAP,,,K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.4,Red Hat,Red Hat 7.5,MemSQL,MemSQL 7.0,K-TAP,K-TAP,K-TAP,,,K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.4,Red Hat,Red Hat 7.4,MemSQL,MemSQL 7.0,K-TAP,K-TAP,K-TAP,,,K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.4,Red Hat,Red Hat 7.3,MemSQL,MemSQL 7.0,K-TAP,K-TAP,K-TAP,,,K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.4,Red Hat,Red Hat 7.2,MemSQL,MemSQL 7.0,K-TAP,K-TAP,K-TAP,,,K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.4,Red Hat,Red Hat 7.1,MemSQL,MemSQL 7.0,K-TAP,K-TAP,K-TAP,,,K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.4,Red Hat,Red Hat 7,MemSQL,MemSQL 7.0,K-TAP,K-TAP,K-TAP,,,K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.4,Red Hat,Red Hat 6,MemSQL,MemSQL 7.0,K-TAP,K-TAP,K-TAP,,,K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.4,CentOS,CentOS 6x,MemSQL,MemSQL 7.0,K-TAP,K-TAP,K-TAP,,,K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.4,CentOS,CentOS 7x,MemSQL,MemSQL 7.0,K-TAP,K-TAP,K-TAP,,,K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.4,Red Hat,Red Hat 7.7,MemSQL,MemSQL 7.0,K-TAP,K-TAP,K-TAP,,,K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.4,Red Hat,Red Hat 7.6,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.5,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.4,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.3,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.2,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.1,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 6,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.7,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.6,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.5,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.4,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.3,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.2,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.1,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 6,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.7,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.6,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.5,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.4,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.3,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.2,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.1,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 6,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.7,Elasticsearch,Elasticsearch 7.3,K-TAP,K-TAP,A-TAP,,,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,,N/A
11.4,Red Hat,Red Hat 7.6,Vertica,Vertica 9.3,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 7.5,Vertica,Vertica 9.3,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 7.4,Vertica,Vertica 9.3,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
11.4,Red Hat,Red Hat 7.3,Vertica,Vertica 9.3,K-TAP,K-TAP,A-TAP,,,K-TAP,K-TAP,K-TAP,,,,N/A
